case,domain,n_rows,task,method,bytes,reduction_pct,answer_preserved,invariants_preserved,recovered,latency_us
271,identity_events,250,threshold,Raw,472894,0.0,1,1,0,0.0
271,identity_events,250,threshold,Fixed projection,48056,89.8378917897034,0,0,0,232.239
271,identity_events,250,threshold,Head-tail sampling,37741,92.01914171040445,0,0,0,0.491
271,identity_events,250,threshold,Anomaly sampling,77521,83.6071085697852,1,1,0,175.323
271,identity_events,250,threshold,Task-aware unverified,184,99.96109064610674,1,1,0,9.845
271,identity_events,250,threshold,Pattern-retention guard,153182,67.6075399561001,1,1,1,220.321
271,identity_events,250,threshold,Invariant-preserving gate,77521,83.6071085697852,1,1,0,228.834
272,identity_events,250,provenance,Raw,472894,0.0,1,1,0,0.0
272,identity_events,250,provenance,Fixed projection,48056,89.8378917897034,0,0,0,237.687
272,identity_events,250,provenance,Head-tail sampling,37741,92.01914171040445,0,0,0,0.491
272,identity_events,250,provenance,Anomaly sampling,77521,83.6071085697852,1,1,0,168.283
272,identity_events,250,provenance,Task-aware unverified,1795,99.62042233566083,1,1,0,16.835
272,identity_events,250,provenance,Pattern-retention guard,77519,83.60753149754491,1,1,0,202.554
272,identity_events,250,provenance,Invariant-preserving gate,77521,83.6071085697852,1,1,0,194.883
273,identity_events,250,lookup,Raw,472259,0.0,1,1,0,0.0
273,identity_events,250,lookup,Fixed projection,48025,89.83079200184645,0,0,0,232.66
273,identity_events,250,lookup,Head-tail sampling,37676,92.02217427301545,0,0,0,0.531
273,identity_events,250,lookup,Anomaly sampling,94360,80.01943848608497,0,0,0,212.5
273,identity_events,250,lookup,Task-aware unverified,429,99.90916001600817,1,1,0,9.695
273,identity_events,250,lookup,Pattern-retention guard,96225,79.62452806616709,1,1,1,203.335
273,identity_events,250,lookup,Invariant-preserving gate,425,99.9100070088659,1,1,1,221.092
274,identity_events,250,rare_event,Raw,472259,0.0,1,1,0,0.0
274,identity_events,250,rare_event,Fixed projection,48025,89.83079200184645,1,1,0,235.033
274,identity_events,250,rare_event,Head-tail sampling,37676,92.02217427301545,0,0,0,0.51
274,identity_events,250,rare_event,Anomaly sampling,94360,80.01943848608497,1,1,0,195.583
274,identity_events,250,rare_event,Task-aware unverified,963,99.79608646950085,1,1,0,14.942
274,identity_events,250,rare_event,Pattern-retention guard,94358,80.01986198251383,1,1,0,258.178
274,identity_events,250,rare_event,Invariant-preserving gate,94360,80.01943848608497,1,1,0,196.855
275,identity_events,250,latest_state,Raw,472259,0.0,1,1,0,0.0
275,identity_events,250,latest_state,Fixed projection,48025,89.83079200184645,1,1,0,233.4
275,identity_events,250,latest_state,Head-tail sampling,37676,92.02217427301545,0,0,0,0.501
275,identity_events,250,latest_state,Anomaly sampling,94360,80.01943848608497,0,0,0,175.864
275,identity_events,250,latest_state,Task-aware unverified,172,99.96357930711748,0,0,0,9.183
275,identity_events,250,latest_state,Pattern-retention guard,105722,77.61355527369516,1,1,1,211.207
275,identity_events,250,latest_state,Invariant-preserving gate,729,99.84563555167821,1,1,1,224.317
276,identity_events,250,aggregation,Raw,472259,0.0,1,1,0,0.0
276,identity_events,250,aggregation,Fixed projection,48025,89.83079200184645,0,0,0,228.584
276,identity_events,250,aggregation,Head-tail sampling,37676,92.02217427301545,0,0,0,0.571
276,identity_events,250,aggregation,Anomaly sampling,94360,80.01943848608497,0,0,0,175.663
276,identity_events,250,aggregation,Task-aware unverified,1726,99.63452258188833,1,1,0,36.665
276,identity_events,250,aggregation,Pattern-retention guard,153032,67.59574724886133,1,1,1,210.827
276,identity_events,250,aggregation,Invariant-preserving gate,1722,99.63536957474605,1,1,1,241.633
277,identity_events,250,join,Raw,472259,0.0,1,1,0,0.0
277,identity_events,250,join,Fixed projection,48025,89.83079200184645,0,0,0,235.765
277,identity_events,250,join,Head-tail sampling,37676,92.02217427301545,0,0,0,0.541
277,identity_events,250,join,Anomaly sampling,94360,80.01943848608497,0,0,0,186.22
277,identity_events,250,join,Task-aware unverified,1100,99.7670769641235,1,1,0,17.556
277,identity_events,250,join,Pattern-retention guard,111303,76.43178848894357,1,1,1,204.647
277,identity_events,250,join,Invariant-preserving gate,1096,99.76792395698124,1,1,1,237.797
278,identity_events,250,negative_evidence,Raw,472259,0.0,1,1,0,0.0
278,identity_events,250,negative_evidence,Fixed projection,48025,89.83079200184645,1,1,0,232.87
278,identity_events,250,negative_evidence,Head-tail sampling,37676,92.02217427301545,0,0,0,0.811
278,identity_events,250,negative_evidence,Anomaly sampling,94360,80.01943848608497,0,0,0,186.621
278,identity_events,250,negative_evidence,Task-aware unverified,81,99.9828483946309,0,0,0,0.501
278,identity_events,250,negative_evidence,Pattern-retention guard,96283,79.61224666972996,1,1,1,233.211
278,identity_events,250,negative_evidence,Invariant-preserving gate,196,99.9584973499711,1,1,1,203.445
279,identity_events,250,threshold,Raw,472259,0.0,1,1,0,0.0
279,identity_events,250,threshold,Fixed projection,48025,89.83079200184645,0,0,0,231.478
279,identity_events,250,threshold,Head-tail sampling,37676,92.02217427301545,0,0,0,0.471
279,identity_events,250,threshold,Anomaly sampling,94360,80.01943848608497,1,1,0,179.35
279,identity_events,250,threshold,Task-aware unverified,184,99.96103832854429,1,1,0,9.825
279,identity_events,250,threshold,Pattern-retention guard,164110,65.25000052937054,1,1,1,227.912
279,identity_events,250,threshold,Invariant-preserving gate,94360,80.01943848608497,1,1,0,197.557
280,identity_events,250,provenance,Raw,472259,0.0,1,1,0,0.0
280,identity_events,250,provenance,Fixed projection,48025,89.83079200184645,0,0,0,231.128
280,identity_events,250,provenance,Head-tail sampling,37676,92.02217427301545,0,0,0,0.511
280,identity_events,250,provenance,Anomaly sampling,94360,80.01943848608497,1,1,0,183.496
280,identity_events,250,provenance,Task-aware unverified,2070,99.5616811961233,1,1,0,18.959
280,identity_events,250,provenance,Pattern-retention guard,94358,80.01986198251383,1,1,0,199.8
280,identity_events,250,provenance,Invariant-preserving gate,94360,80.01943848608497,1,1,0,208.433
281,identity_events,500,lookup,Raw,943951,0.0,1,1,0,0.0
281,identity_events,500,lookup,Fixed projection,95915,89.83898528631254,0,0,0,470.016
281,identity_events,500,lookup,Head-tail sampling,37727,96.0032883062786,0,0,0,0.531
281,identity_events,500,lookup,Anomaly sampling,168005,82.20193632932218,1,1,0,322.154
281,identity_events,500,lookup,Task-aware unverified,441,99.95328147329681,1,1,0,16.445
281,identity_events,500,lookup,Pattern-retention guard,168003,82.20214820472674,1,1,0,399.891
281,identity_events,500,lookup,Invariant-preserving gate,168005,82.20193632932218,1,1,0,356.956
282,identity_events,500,rare_event,Raw,943951,0.0,1,1,0,0.0
282,identity_events,500,rare_event,Fixed projection,95915,89.83898528631254,1,1,0,472.83
282,identity_events,500,rare_event,Head-tail sampling,37727,96.0032883062786,0,0,0,0.49
282,identity_events,500,rare_event,Anomaly sampling,168005,82.20193632932218,1,1,0,328.564
282,identity_events,500,rare_event,Task-aware unverified,1677,99.82234247328516,1,1,0,28.814
282,identity_events,500,rare_event,Pattern-retention guard,168003,82.20214820472674,1,1,0,367.111
282,identity_events,500,rare_event,Invariant-preserving gate,168005,82.20193632932218,1,1,0,360.862
283,identity_events,500,latest_state,Raw,943951,0.0,1,1,0,0.0
283,identity_events,500,latest_state,Fixed projection,95915,89.83898528631254,1,1,0,467.372
283,identity_events,500,latest_state,Head-tail sampling,37727,96.0032883062786,0,0,0,0.52
283,identity_events,500,latest_state,Anomaly sampling,168005,82.20193632932218,0,0,0,315.524
283,identity_events,500,latest_state,Task-aware unverified,174,99.98156683980419,1,0,0,16.434
283,identity_events,500,latest_state,Pattern-retention guard,181146,80.80980898372903,1,1,1,403.256
283,identity_events,500,latest_state,Invariant-preserving gate,723,99.92340704125532,1,1,1,373.902
284,identity_events,500,aggregation,Raw,943951,0.0,1,1,0,0.0
284,identity_events,500,aggregation,Fixed projection,95915,89.83898528631254,0,0,0,482.024
284,identity_events,500,aggregation,Head-tail sampling,37727,96.0032883062786,0,0,0,0.531
284,identity_events,500,aggregation,Anomaly sampling,168005,82.20193632932218,0,0,0,334.192
284,identity_events,500,aggregation,Task-aware unverified,3520,99.6270992879927,1,1,0,73.14
284,identity_events,500,aggregation,Pattern-retention guard,307528,67.42119029483521,1,1,1,426.32
284,identity_events,500,aggregation,Invariant-preserving gate,3516,99.6275230388018,1,1,1,470.477
285,identity_events,500,join,Raw,943951,0.0,1,1,0,0.0
285,identity_events,500,join,Fixed projection,95915,89.83898528631254,0,0,0,469.616
285,identity_events,500,join,Head-tail sampling,37727,96.0032883062786,0,0,0,0.501
285,identity_events,500,join,Anomaly sampling,168005,82.20193632932218,0,0,0,344.607
285,identity_events,500,join,Task-aware unverified,1006,99.89342667151155,1,1,0,25.037
285,identity_events,500,join,Pattern-retention guard,184929,80.40904665602346,1,1,1,392.48
285,identity_events,500,join,Invariant-preserving gate,1002,99.89385042232065,1,1,1,397.397
286,identity_events,500,negative_evidence,Raw,943951,0.0,1,1,0,0.0
286,identity_events,500,negative_evidence,Fixed projection,95915,89.83898528631254,1,1,0,492.53
286,identity_events,500,negative_evidence,Head-tail sampling,37727,96.0032883062786,0,0,0,0.501
286,identity_events,500,negative_evidence,Anomaly sampling,168005,82.20193632932218,0,0,0,326.2
286,identity_events,500,negative_evidence,Task-aware unverified,81,99.99141904611574,0,0,0,0.471
286,identity_events,500,negative_evidence,Pattern-retention guard,179341,81.00102653633505,1,1,1,390.286
286,identity_events,500,negative_evidence,Invariant-preserving gate,399,99.95773085679235,1,1,1,385.559
287,identity_events,500,threshold,Raw,943951,0.0,1,1,0,0.0
287,identity_events,500,threshold,Fixed projection,95915,89.83898528631254,0,0,0,607.432
287,identity_events,500,threshold,Head-tail sampling,37727,96.0032883062786,0,0,0,0.51
287,identity_events,500,threshold,Anomaly sampling,168005,82.20193632932218,1,1,0,343.075
287,identity_events,500,threshold,Task-aware unverified,184,99.98050746278143,1,1,0,19.96
287,identity_events,500,threshold,Pattern-retention guard,307402,67.43453844532185,1,1,1,413.752
287,identity_events,500,threshold,Invariant-preserving gate,168005,82.20193632932218,1,1,0,363.596
288,identity_events,500,provenance,Raw,943951,0.0,1,1,0,0.0
288,identity_events,500,provenance,Fixed projection,95915,89.83898528631254,0,0,0,469.886
288,identity_events,500,provenance,Head-tail sampling,37727,96.0032883062786,0,0,0,0.571
288,identity_events,500,provenance,Anomaly sampling,168005,82.20193632932218,1,1,0,318.779
288,identity_events,500,provenance,Task-aware unverified,2499,99.73526168201528,1,1,0,31.827
288,identity_events,500,provenance,Pattern-retention guard,168003,82.20214820472674,1,1,0,407.201
288,identity_events,500,provenance,Invariant-preserving gate,168005,82.20193632932218,1,1,0,360.282
289,identity_events,500,lookup,Raw,943437,0.0,1,1,0,0.0
289,identity_events,500,lookup,Fixed projection,95979,89.82666569150881,0,0,0,468.554
289,identity_events,500,lookup,Head-tail sampling,37630,96.01139238762102,0,0,0,0.501
289,identity_events,500,lookup,Anomaly sampling,167800,82.21396871227226,0,0,0,325.759
289,identity_events,500,lookup,Task-aware unverified,459,99.95134810273501,1,1,0,15.843
289,identity_events,500,lookup,Pattern-retention guard,169671,82.01565128355153,1,1,1,400.842
289,identity_events,500,lookup,Invariant-preserving gate,455,99.95177208441052,1,1,1,420.111
290,identity_events,500,rare_event,Raw,943437,0.0,1,1,0,0.0
290,identity_events,500,rare_event,Fixed projection,95979,89.82666569150881,1,1,0,514.903
290,identity_events,500,rare_event,Head-tail sampling,37630,96.01139238762102,0,0,0,0.561
290,identity_events,500,rare_event,Anomaly sampling,167800,82.21396871227226,1,1,0,348.233
290,identity_events,500,rare_event,Task-aware unverified,1892,99.79945666748283,1,1,0,28.323
290,identity_events,500,rare_event,Pattern-retention guard,167798,82.21418070311002,1,1,0,401.123
290,identity_events,500,rare_event,Invariant-preserving gate,167800,82.21396871227226,1,1,0,361.914
291,identity_events,500,latest_state,Raw,943437,0.0,1,1,0,0.0
291,identity_events,500,latest_state,Fixed projection,95979,89.82666569150881,1,1,0,611.249
291,identity_events,500,latest_state,Head-tail sampling,37630,96.01139238762102,0,0,0,0.591
291,identity_events,500,latest_state,Anomaly sampling,167800,82.21396871227226,0,0,0,337.096
291,identity_events,500,latest_state,Task-aware unverified,173,99.98166279253411,0,0,0,16.565
291,identity_events,500,latest_state,Pattern-retention guard,179103,81.01590249269427,1,1,1,374.452
291,identity_events,500,latest_state,Invariant-preserving gate,817,99.91340174277667,1,1,1,431.618
292,identity_events,500,aggregation,Raw,943437,0.0,1,1,0,0.0
292,identity_events,500,aggregation,Fixed projection,95979,89.82666569150881,0,0,0,486.351
292,identity_events,500,aggregation,Head-tail sampling,37630,96.01139238762102,0,0,0,0.521
292,identity_events,500,aggregation,Anomaly sampling,167800,82.21396871227226,0,0,0,327.802
292,identity_events,500,aggregation,Task-aware unverified,3451,99.63420980945203,1,1,0,77.236
292,identity_events,500,aggregation,Pattern-retention guard,292152,69.03322638395568,1,1,1,407.012
292,identity_events,500,aggregation,Invariant-preserving gate,3447,99.63463379112754,1,1,1,468.744
293,identity_events,500,join,Raw,943437,0.0,1,1,0,0.0
293,identity_events,500,join,Fixed projection,95979,89.82666569150881,0,0,0,478.149
293,identity_events,500,join,Head-tail sampling,37630,96.01139238762102,0,0,0,0.501
293,identity_events,500,join,Anomaly sampling,167800,82.21396871227226,0,0,0,354.312
293,identity_events,500,join,Task-aware unverified,914,99.9031201871455,1,1,0,24.477
293,identity_events,500,join,Pattern-retention guard,184760,80.41628640810144,1,1,1,402.294
293,identity_events,500,join,Invariant-preserving gate,910,99.90354416882103,1,1,1,420.251
294,identity_events,500,negative_evidence,Raw,943437,0.0,1,1,0,0.0
294,identity_events,500,negative_evidence,Fixed projection,95979,89.82666569150881,1,1,0,480.121
294,identity_events,500,negative_evidence,Head-tail sampling,37630,96.01139238762102,0,0,0,0.481
294,identity_events,500,negative_evidence,Anomaly sampling,167800,82.21396871227226,0,0,0,342.955
294,identity_events,500,negative_evidence,Task-aware unverified,81,99.99141437107089,0,0,0,0.501
294,identity_events,500,negative_evidence,Pattern-retention guard,171551,81.8163798960609,1,1,1,401.974
294,identity_events,500,negative_evidence,Invariant-preserving gate,235,99.97509107656367,1,1,1,406.34
295,identity_events,500,threshold,Raw,943437,0.0,1,1,0,0.0
295,identity_events,500,threshold,Fixed projection,95979,89.82666569150881,0,0,0,476.425
295,identity_events,500,threshold,Head-tail sampling,37630,96.01139238762102,0,0,0,0.541
295,identity_events,500,threshold,Anomaly sampling,167800,82.21396871227226,1,1,0,330.477
295,identity_events,500,threshold,Task-aware unverified,184,99.98049684292644,1,1,0,17.987
295,identity_events,500,threshold,Pattern-retention guard,322145,65.85410578554796,1,1,1,393.652
295,identity_events,500,threshold,Invariant-preserving gate,167800,82.21396871227226,1,1,0,395.203
296,identity_events,500,provenance,Raw,943437,0.0,1,1,0,0.0
296,identity_events,500,provenance,Fixed projection,95979,89.82666569150881,0,0,0,546.861
296,identity_events,500,provenance,Head-tail sampling,37630,96.01139238762102,0,0,0,0.531
296,identity_events,500,provenance,Anomaly sampling,167800,82.21396871227226,1,1,0,350.607
296,identity_events,500,provenance,Task-aware unverified,2771,99.70628669428908,1,1,0,32.289
296,identity_events,500,provenance,Pattern-retention guard,167798,82.21418070311002,1,1,0,379.159
296,identity_events,500,provenance,Invariant-preserving gate,167800,82.21396871227226,1,1,0,372.099
297,identity_events,500,lookup,Raw,944564,0.0,1,1,0,0.0
297,identity_events,500,lookup,Fixed projection,95949,89.8419800034725,0,0,0,469.035
297,identity_events,500,lookup,Head-tail sampling,37787,95.99952994185678,0,0,0,0.511
297,identity_events,500,lookup,Anomaly sampling,162462,82.80031845380515,0,0,0,358.378
297,identity_events,500,lookup,Task-aware unverified,449,99.95246484092132,1,1,0,16.544
297,identity_events,500,lookup,Pattern-retention guard,164342,82.60128482559149,1,1,1,382.575
297,identity_events,500,lookup,Invariant-preserving gate,445,99.95288831672602,1,1,1,412.44
298,identity_events,500,rare_event,Raw,944564,0.0,1,1,0,0.0
298,identity_events,500,rare_event,Fixed projection,95949,89.8419800034725,1,1,0,485.609
298,identity_events,500,rare_event,Head-tail sampling,37787,95.99952994185678,0,0,0,0.621
298,identity_events,500,rare_event,Anomaly sampling,162462,82.80031845380515,1,1,0,331.889
298,identity_events,500,rare_event,Task-aware unverified,1233,99.86946358319817,1,1,0,24.356
298,identity_events,500,rare_event,Pattern-retention guard,162460,82.8005301917075,1,1,0,423.807
298,identity_events,500,rare_event,Invariant-preserving gate,162462,82.80031845380515,1,1,0,366.531
299,identity_events,500,latest_state,Raw,944564,0.0,1,1,0,0.0
299,identity_events,500,latest_state,Fixed projection,95949,89.8419800034725,1,1,0,478.439
299,identity_events,500,latest_state,Head-tail sampling,37787,95.99952994185678,0,0,0,0.521
299,identity_events,500,latest_state,Anomaly sampling,162462,82.80031845380515,0,0,0,364.427
299,identity_events,500,latest_state,Task-aware unverified,174,99.98157880249512,1,0,0,16.295
299,identity_events,500,latest_state,Pattern-retention guard,173803,81.59965867850141,1,1,1,377.797
299,identity_events,500,latest_state,Invariant-preserving gate,732,99.92250392773809,1,1,1,403.125
300,identity_events,500,aggregation,Raw,944564,0.0,1,1,0,0.0
300,identity_events,500,aggregation,Fixed projection,95949,89.8419800034725,0,0,0,496.706
300,identity_events,500,aggregation,Head-tail sampling,37787,95.99952994185678,0,0,0,0.641
300,identity_events,500,aggregation,Anomaly sampling,162462,82.80031845380515,0,0,0,343.967
300,identity_events,500,aggregation,Task-aware unverified,3014,99.6809109811511,1,1,0,64.727
300,identity_events,500,aggregation,Pattern-retention guard,277461,70.62549493734676,1,1,1,415.714
300,identity_events,500,aggregation,Invariant-preserving gate,3010,99.68133445695581,1,1,1,466.651
301,identity_events,500,join,Raw,944564,0.0,1,1,0,0.0
301,identity_events,500,join,Fixed projection,95949,89.8419800034725,0,0,0,471.378
301,identity_events,500,join,Head-tail sampling,37787,95.99952994185678,0,0,0,0.511
301,identity_events,500,join,Anomaly sampling,162462,82.80031845380515,0,0,0,338.789
301,identity_events,500,join,Task-aware unverified,1468,99.84458437967146,1,1,0,31.147
301,identity_events,500,join,Pattern-retention guard,185116,80.40196323383063,1,1,1,405.579
301,identity_events,500,join,Invariant-preserving gate,1464,99.84500785547617,1,1,1,492.98
302,identity_events,500,negative_evidence,Raw,944564,0.0,1,1,0,0.0
302,identity_events,500,negative_evidence,Fixed projection,95949,89.8419800034725,1,1,0,489.475
302,identity_events,500,negative_evidence,Head-tail sampling,37787,95.99952994185678,0,0,0,0.581
302,identity_events,500,negative_evidence,Anomaly sampling,162462,82.80031845380515,0,0,0,330.606
302,identity_events,500,negative_evidence,Task-aware unverified,81,99.99142461495462,0,0,0,0.501
302,identity_events,500,negative_evidence,Pattern-retention guard,169938,82.00884217480234,1,1,1,413.0
302,identity_events,500,negative_evidence,Invariant-preserving gate,312,99.96696888723264,1,1,1,415.243
303,identity_events,500,threshold,Raw,944564,0.0,1,1,0,0.0
303,identity_events,500,threshold,Fixed projection,95949,89.8419800034725,0,0,0,463.706
303,identity_events,500,threshold,Head-tail sampling,37787,95.99952994185678,0,0,0,0.531
303,identity_events,500,threshold,Anomaly sampling,162462,82.80031845380515,1,1,0,332.33
303,identity_events,500,threshold,Task-aware unverified,184,99.98052011298334,1,1,0,20.311
303,identity_events,500,threshold,Pattern-retention guard,330526,65.00755904311407,1,1,1,424.417
303,identity_events,500,threshold,Invariant-preserving gate,162462,82.80031845380515,1,1,0,373.541
304,identity_events,500,provenance,Raw,944564,0.0,1,1,0,0.0
304,identity_events,500,provenance,Fixed projection,95949,89.8419800034725,0,0,0,506.541
304,identity_events,500,provenance,Head-tail sampling,37787,95.99952994185678,0,0,0,0.491
304,identity_events,500,provenance,Anomaly sampling,162462,82.80031845380515,1,1,0,351.868
304,identity_events,500,provenance,Task-aware unverified,3004,99.68196967066287,1,1,0,30.015
304,identity_events,500,provenance,Pattern-retention guard,162460,82.8005301917075,1,1,0,401.494
304,identity_events,500,provenance,Invariant-preserving gate,162462,82.80031845380515,1,1,0,389.405
305,identity_events,500,lookup,Raw,944703,0.0,1,1,0,0.0
305,identity_events,500,lookup,Fixed projection,95876,89.85120191213535,0,0,0,481.163
305,identity_events,500,lookup,Head-tail sampling,37761,96.00287074350351,0,0,0,0.6
305,identity_events,500,lookup,Anomaly sampling,164471,82.59018972100226,0,0,0,335.754
305,identity_events,500,lookup,Task-aware unverified,440,99.95342451542972,1,1,0,16.065
305,identity_events,500,lookup,Pattern-retention guard,166371,82.38906831035786,1,1,1,375.904
305,identity_events,500,lookup,Invariant-preserving gate,436,99.95384792892581,1,1,1,424.969
306,identity_events,500,rare_event,Raw,944703,0.0,1,1,0,0.0
306,identity_events,500,rare_event,Fixed projection,95876,89.85120191213535,1,1,0,505.95
306,identity_events,500,rare_event,Head-tail sampling,37761,96.00287074350351,0,0,0,0.481
306,identity_events,500,rare_event,Anomaly sampling,164471,82.59018972100226,1,1,0,322.735
306,identity_events,500,rare_event,Task-aware unverified,1778,99.81179270098644,1,1,0,29.735
306,identity_events,500,rare_event,Pattern-retention guard,164469,82.59040142775032,1,1,0,418.358
306,identity_events,500,rare_event,Invariant-preserving gate,164471,82.59018972100226,1,1,0,428.354
307,identity_events,500,latest_state,Raw,944703,0.0,1,1,0,0.0
307,identity_events,500,latest_state,Fixed projection,95876,89.85120191213535,1,1,0,471.838
307,identity_events,500,latest_state,Head-tail sampling,37761,96.00287074350351,0,0,0,0.961
307,identity_events,500,latest_state,Anomaly sampling,164471,82.59018972100226,0,0,0,323.035
307,identity_events,500,latest_state,Task-aware unverified,173,99.98168736629395,0,0,0,16.695
307,identity_events,500,latest_state,Pattern-retention guard,177714,81.18837348881077,1,1,1,394.612
307,identity_events,500,latest_state,Invariant-preserving gate,822,99.9129885265528,1,1,1,416.666
308,identity_events,500,aggregation,Raw,944703,0.0,1,1,0,0.0
308,identity_events,500,aggregation,Fixed projection,95876,89.85120191213535,0,0,0,477.197
308,identity_events,500,aggregation,Head-tail sampling,37761,96.00287074350351,0,0,0,0.541
308,identity_events,500,aggregation,Anomaly sampling,164471,82.59018972100226,0,0,0,329.505
308,identity_events,500,aggregation,Task-aware unverified,3449,99.63491171299339,1,1,0,73.561
308,identity_events,500,aggregation,Pattern-retention guard,300179,68.22504003903873,1,1,1,414.512
308,identity_events,500,aggregation,Invariant-preserving gate,3445,99.6353351264895,1,1,1,475.494
309,identity_events,500,join,Raw,944703,0.0,1,1,0,0.0
309,identity_events,500,join,Fixed projection,95876,89.85120191213535,0,0,0,453.502
309,identity_events,500,join,Head-tail sampling,37761,96.00287074350351,0,0,0,0.501
309,identity_events,500,join,Anomaly sampling,164471,82.59018972100226,0,0,0,327.012
309,identity_events,500,join,Task-aware unverified,1370,99.85498087758799,1,1,0,28.473
309,identity_events,500,join,Pattern-retention guard,183348,80.5919955795631,1,1,1,377.847
309,identity_events,500,join,Invariant-preserving gate,1366,99.85540429108407,1,1,1,404.358
310,identity_events,500,negative_evidence,Raw,944703,0.0,1,1,0,0.0
310,identity_events,500,negative_evidence,Fixed projection,95876,89.85120191213535,1,1,0,478.989
310,identity_events,500,negative_evidence,Head-tail sampling,37761,96.00287074350351,0,0,0,0.531
310,identity_events,500,negative_evidence,Anomaly sampling,164471,82.59018972100226,0,0,0,359.38
310,identity_events,500,negative_evidence,Task-aware unverified,81,99.99142587670411,0,0,0,0.501
310,identity_events,500,negative_evidence,Pattern-retention guard,172104,81.78221091708188,1,1,1,374.222
310,identity_events,500,negative_evidence,Invariant-preserving gate,355,99.9624220522217,1,1,1,379.45
311,identity_events,500,threshold,Raw,944703,0.0,1,1,0,0.0
311,identity_events,500,threshold,Fixed projection,95876,89.85120191213535,0,0,0,483.496
311,identity_events,500,threshold,Head-tail sampling,37761,96.00287074350351,0,0,0,0.49
311,identity_events,500,threshold,Anomaly sampling,164471,82.59018972100226,1,1,0,316.315
311,identity_events,500,threshold,Task-aware unverified,184,99.9805229791797,1,1,0,18.127
311,identity_events,500,threshold,Pattern-retention guard,319265,66.20472254242868,1,1,1,416.876
311,identity_events,500,threshold,Invariant-preserving gate,164471,82.59018972100226,1,1,0,365.97
312,identity_events,500,provenance,Raw,944703,0.0,1,1,0,0.0
312,identity_events,500,provenance,Fixed projection,95876,89.85120191213535,0,0,0,487.702
312,identity_events,500,provenance,Head-tail sampling,37761,96.00287074350351,0,0,0,0.501
312,identity_events,500,provenance,Anomaly sampling,164471,82.59018972100226,1,1,0,324.667
312,identity_events,500,provenance,Task-aware unverified,3274,99.65343605344749,1,1,0,30.976
312,identity_events,500,provenance,Pattern-retention guard,164469,82.59040142775032,1,1,0,383.847
312,identity_events,500,provenance,Invariant-preserving gate,164471,82.59018972100226,1,1,0,408.754
313,identity_events,500,lookup,Raw,944299,0.0,1,1,0,0.0
313,identity_events,500,lookup,Fixed projection,96018,89.83182233593385,0,0,0,495.955
313,identity_events,500,lookup,Head-tail sampling,37762,96.0010547506669,0,0,0,0.48
313,identity_events,500,lookup,Anomaly sampling,160328,83.02147942547859,1,1,0,341.473
313,identity_events,500,lookup,Task-aware unverified,437,99.95372228499659,1,1,0,16.495
313,identity_events,500,lookup,Pattern-retention guard,160326,83.02169122280125,1,1,0,396.876
313,identity_events,500,lookup,Invariant-preserving gate,160328,83.02147942547859,1,1,0,354.713
314,identity_events,500,rare_event,Raw,944299,0.0,1,1,0,0.0
314,identity_events,500,rare_event,Fixed projection,96018,89.83182233593385,1,1,0,469.475
314,identity_events,500,rare_event,Head-tail sampling,37762,96.0010547506669,0,0,0,0.501
314,identity_events,500,rare_event,Anomaly sampling,160328,83.02147942547859,1,1,0,330.907
314,identity_events,500,rare_event,Task-aware unverified,1244,99.86826206529923,1,1,0,24.407
314,identity_events,500,rare_event,Pattern-retention guard,160326,83.02169122280125,1,1,0,410.757
314,identity_events,500,rare_event,Invariant-preserving gate,160328,83.02147942547859,1,1,0,356.476
315,identity_events,500,latest_state,Raw,944299,0.0,1,1,0,0.0
315,identity_events,500,latest_state,Fixed projection,96018,89.83182233593385,1,1,0,472.901
315,identity_events,500,latest_state,Head-tail sampling,37762,96.0010547506669,0,0,0,0.491
315,identity_events,500,latest_state,Anomaly sampling,160328,83.02147942547859,0,0,0,329.465
315,identity_events,500,latest_state,Task-aware unverified,172,99.98178543025038,0,0,0,16.876
315,identity_events,500,latest_state,Pattern-retention guard,177431,81.2102946206657,1,1,1,384.057
315,identity_events,500,latest_state,Invariant-preserving gate,1195,99.87345109970465,1,1,1,394.062
316,identity_events,500,aggregation,Raw,944299,0.0,1,1,0,0.0
316,identity_events,500,aggregation,Fixed projection,96018,89.83182233593385,0,0,0,482.275
316,identity_events,500,aggregation,Head-tail sampling,37762,96.0010547506669,0,0,0,0.51
316,identity_events,500,aggregation,Anomaly sampling,160328,83.02147942547859,0,0,0,329.805
316,identity_events,500,aggregation,Task-aware unverified,4101,99.56570958986507,1,1,0,91.658
316,identity_events,500,aggregation,Pattern-retention guard,320804,66.02728584907958,1,1,1,405.609
316,identity_events,500,aggregation,Invariant-preserving gate,4097,99.56613318451042,1,1,1,473.271
317,identity_events,500,join,Raw,944299,0.0,1,1,0,0.0
317,identity_events,500,join,Fixed projection,96018,89.83182233593385,0,0,0,468.744
317,identity_events,500,join,Head-tail sampling,37762,96.0010547506669,0,0,0,0.491
317,identity_events,500,join,Anomaly sampling,160328,83.02147942547859,0,0,0,335.524
317,identity_events,500,join,Task-aware unverified,1181,99.87493368096334,1,1,0,27.021
317,identity_events,500,join,Pattern-retention guard,181003,80.83202460237699,1,1,1,380.171
317,identity_events,500,join,Invariant-preserving gate,1177,99.87535727560868,1,1,1,386.591
318,identity_events,500,negative_evidence,Raw,944299,0.0,1,1,0,0.0
